Asset Turnover Ratio,Average return on capital employed 3Years,Book Value,CROIC,Cash Conversion Cycle,Change in promoter holding 3Years,Company,Current Price,Current ratio,Days Payable Outstanding,Debt to equity Ratio,Dividend Yield,EPS,Face Value,Financial leverage,Free cash flow last year,Industry,Industry PE,Intrinsic Value,Inventory turnover ratio,Market Cap,Piotroski score,Price to Earning,Price to Earnings To Growth,Price to Free Cash Flow,Price to Sales Ratio,Price to book value,Profit after tax last year,Promoter holding,Quick ratio,ROCE,ROE,Receivables to Sales Ratio,Reserves,Return on assets,Return on assets 3years,Sales Growth (3Yrs),Sector,Stock P/E,Unpledged promoter holding,Volume,debt to Free cash flow,debt to Reserves Ratio
,,541.21,,,,Hardcastle & Waud Mfg Co Ltd,227.60,,,,0.00,,10.00,,, Industry: Paints / Varnishes,,,,15.48,,,,,,,,,,3.62,3.01,,,,,10.27,Sector: Paints/Varnish ,129.00,,,,
,,144.98,,,,Atlas Cycles (Haryana) Ltd,36.90,,,,0.00,,5.00,,, Industry: Cycles And Accessories,,,,24.00,,,,,,,,,,3.61,-3.37,,,,,3.01,Sector: Miscellaneous ,,,,,
,,89.04,,,,Natural Capsules Ltd,61.50,,,,1.63,,10.00,,, Industry: Miscellaneous,,,,38.33,,,,,,,,,,3.61,2.05,,,,,-6.65,Sector: Pharmaceuticals ,17.19,,,,
,,75.39,,,,AXISCADES Engineering Technologies Ltd,61.60,,,,0.00,,5.00,,, Industry: Computers - Software - Medium / Small,,,,232.60,,,,,,,,,,3.61,-4.68,,,,,17.80,Sector: IT - Software ,,,,,
,,50.01,,,,Batliboi Ltd,14.50,,,,0.00,,5.00,,, Industry: Engineering,,,,41.64,,,,,,,,,,3.61,9.39,,,,,4.76,Sector: Capital Goods-Non Electrical Equipment ,3.24,,,,
,,76.36,,,,Mukand Ltd,36.05,,,,0.00,,10.00,,, Industry: Steel - Medium / Small,,,,509.77,,,,,,,,,,3.61,-50.11,,,,,4.44,Sector: Steel ,,,,,
,,18.17,,,,India Finsec Ltd,18.90,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,47.14,,,,,,,,,,3.60,4.17,,,,,%,Sector: Finance ,25.48,,,,
,,19.51,,,,Paramone Concepts Ltd,16.00,,,,0.00,,10.00,,, Industry: Computers - Software - Medium / Small,,,,24.21,,,,,,,,,,3.59,2.70,,,,,-23.73,Sector: IT - Software ,,,,,
,,15.68,,,,Anjani Foods Ltd,7.14,,,,0.00,,10.00,,, Industry: Food - Processing - Indian,,,,3.90,,,,,,,,,,3.56,-1.99,,,,,319,Sector: FMCG ,195.16,,,,
,,2.54,,,,Advik Capital Ltd,1.76,,,,0.00,,1.00,,, Industry: Finance & Investments,,,,8.07,,,,,,,,,,3.54,0.98,,,,,10.50,Sector: Finance ,42.47,,,,
,,73.72,,,,Rajdarshan Industries Ltd,10.82,,,,0.00,,10.00,,, Industry: Miscellaneous,,,,3.37,,,,,,,,,,3.53,2.94,,,,,-2.65,Sector: Mining & Mineral products ,5.81,,,,
,,137.94,,,,Oriental Bank of Commerce,88.95,,,,0.00,,10.00,,, Industry: Banks - Public Sector,,,,12188,,,,,,,,,,3.53,0.35,,,,,-3.96,Sector: Banks ,224.42,,,,
,,23.50,,,,Uniply Decor Ltd,23.30,,,,0.00,,2.00,,, Industry: Miscellaneous,,,,285.05,,,,,,,,,,3.53,2.35,,,,,8.59,Sector: Miscellaneous ,31.89,,,,
,,1.40,,,,Thakral Services (India) Ltd,8.60,,,,0.00,,3.00,,, Industry: Electronics - Components,,,,10.09,,,,,,,,,,3.53,-55.84,,,,,-12.68,Sector: Consumer Durables ,50.45,,,,
,,475.99,,,,NBI Industrial Finance Company Ltd,1398,,,,0.04,,5.00,,, Industry: Finance & Investments,,,,343.46,,,,,,,,,,3.53,3.52,,,,,5.07,Sector: Finance ,56.30,,,,
,,16.74,,,,Maruti Infrastructure Ltd,20.80,,,,0.00,,10.00,,, Industry: Construction,,,,26.00,,,,,,,,,,3.52,3.09,,,,,0.30,Sector: Realty ,96.30,,,,
,,62.86,,,,Jai Corp Ltd,99.70,,,,0.50,,1.00,,, Industry: Plastics Products,,,,1779,,,,,,,,,,3.52,0.46,,,,,-5.90,Sector: Plastic products ,357.26,,,,
,,69.13,,,,Lakshmi Vilas Bank Ltd,65.05,,,,0.00,,10.00,,, Industry: Banks - Private Sector,,,,2190,,,,,,,,,,3.51,-26.20,,,,,11.16,Sector: Banks ,,,,,
,,451.64,,,,Great Eastern Shipping Company Ltd,255.15,,,,2.82,,10.00,,, Industry: Shipping,,,,3847,,,,,,,,,,3.51,-0.52,,,,,-4.04,Sector: Shipping ,278.17,,,,
,,12.36,,,,Adani Green Energy Ltd,49.55,,,,0.00,,10.00,,, Industry: Power Generation And Supply,,,,7750,,,,,,,,,,3.51,-4.66,,,,,%,Sector: Power Generation & Distribution ,,,,,
,,31.02,,,,Megasoft Ltd,7.35,,,,0.00,,10.00,,, Industry: Computers - Software - Medium / Small,,,,32.54,,,,,,,,,,3.49,1.27,,,,,-12.29,Sector: IT - Software ,95.70,,,,
,,12.70,,,,Shelter Infra Projects Ltd,13.10,,,,0.00,,10.00,,, Industry: Construction,,,,4.67,,,,,,,,,,3.48,%,,,,,-6.39,Sector: Realty ,0.94,,,,
,,64.48,,,,AMD Industries Ltd,17.95,,,,0.00,,10.00,,, Industry: Packaging,,,,34.41,,,,,,,,,,3.48,-0.61,,,,,-5.29,Sector: Packaging ,156.41,,,,
,,10.85,,,,Garware Marine Industries Ltd,2.70,,,,0.00,,10.00,,, Industry: Miscellaneous,,,,1.56,,,,,,,,,,3.48,-0.95,,,,,7.33,Sector: Ship Building ,7.43,,,,
,,126.97,,,,Ind-Swift Laboratories Ltd,31.65,,,,0.00,,10.00,,, Industry: Pharmaceuticals - Indian - Bulk Drugs & Formln,,,,150.56,,,,,,,,,,3.47,3.52,,,,,4.24,Sector: Pharmaceuticals ,,,,,
,,318.54,,,,Jindal Steel & Power Ltd,139.05,,,,0.00,,1.00,,, Industry: Steel - Sponge Iron,,,,14155,,,,,,,,,,3.47,-2.75,,,,,12.89,Sector: Steel ,,,,,
,,13.51,,,,Radhe Developers (India) Ltd,10.35,,,,0.00,,10.00,,, Industry: Construction,,,,26.06,,,,,,,,,,3.46,1.90,,,,,218,Sector: Realty ,,,,,
,,87.43,,,,Fortis Healthcare Ltd,128.90,,,,0.00,,10.00,,, Industry: Healthcare,,,,9731,,,,,,,,,,3.41,-4.72,,,,,4.77,Sector: Healthcare ,,,,,
,,12.88,,,,Leading Leasing Finance & Investment Company Ltd,100.50,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,53.62,,,,,,,,,,3.41,1.39,,,,,1.00,Sector: Finance ,45.83,,,,
,,9.29,,,,Mayur Floorings Ltd,5.78,,,,0.00,,10.00,,, Industry: Miscellaneous,,,,2.93,,,,,,,,,,3.38,1.07,,,,,17.47,Sector: Miscellaneous ,58.60,,,,
,,195.62,,,,Jocil Ltd,88.80,,,,2.25,,10.00,,, Industry: Chemicals,,,,78.85,,,,,,,,,,3.38,2.40,,,,,1.09,Sector: Chemicals ,24.80,,,,
,,30.14,,,,Vipul Ltd,42.30,,,,0.12,,1.00,,, Industry: Construction,,,,507.53,,,,,,,,,,3.38,-1.71,,,,,6.65,Sector: Realty ,,,,,
,,12.82,,,,CHD Developers Ltd,3.00,,,,0.00,,2.00,,, Industry: Construction,,,,38.58,,,,,,,,,,3.35,0.91,,,,,-16.46,Sector: Construction ,,,,,
,,371.06,,,,Gujarat Apollo Industries Ltd,128.50,,,,2.33,,10.00,,, Industry: Engineering,,,,162.71,,,,,,,,,,3.35,4.01,,,,,-5.41,Sector: Capital Goods-Non Electrical Equipment ,8.48,,,,
,,6.40,,,,Syschem (India) Ltd,8.30,,,,0.00,,10.00,,, Industry: Pesticides / Agrochemicals - Indian,,,,15.59,,,,,,,,,,3.34,5.39,,,,,80.18,Sector: Agro Chemicals ,22.93,,,,
,,878.64,,,,Super Sales India Ltd,318.85,,,,0.78,,10.00,,, Industry: Textiles - Cotton/Blended,,,,97.89,,,,,,,,,,3.34,1.50,,,,,8.83,Sector: Textiles ,23.76,,,,
,,12.08,,,,Bhakti Gems & Jewellery Ltd,20.00,,,,0.00,,10.00,,, Industry: Diamond Cutting / Jewellery,,,,17.44,,,,,,,,,,3.34,2.24,,,,,28.29,"Sector: Diamond, Gems and Jewellery ",91.79,,,,
,,1.06,,,,Pazel International Ltd,1.50,,,,0.00,,1.00,,, Industry: Trading,,,,26.41,,,,,,,,,,3.33,2.84,,,,,%,Sector: Trading ,35.69,,,,
,,147.12,,,,Ludlow Jute & Specialities Ltd,56.00,,,,3.58,,10.00,,, Industry: Textiles - Jute - Yarn / Products,,,,60.31,,,,,,,,,,3.31,1.09,,,,,12.50,Sector: Textiles ,38.66,,,,
,,10.49,,,,Franklin Industries Ltd,15.00,,,,0.00,,10.00,,, Industry: Trading,,,,5.42,,,,,,,,,,3.30,3.58,,,,,246,Sector: Trading ,45.17,,,,
,,12.97,,,,Jaiprakash Power Ventures Ltd,1.90,,,,0.00,,10.00,,, Industry: Power Generation And Supply,,,,1139,,,,,,,,,,3.29,-14.99,,,,,5.62,Sector: Power Generation & Distribution ,,,,,
,,89.20,,,,Nitin Castings Ltd,75.35,,,,0.66,,5.00,,, Industry: Castings & Forgings,,,,38.74,,,,,,,,,,3.28,1.92,,,,,10.99,"Sector: Castings, Forgings & Fastners ",11.92,,,,
,,84.19,,,,Jaysynth Dyestuff (India) Ltd,50.10,,,,0.30,,1.00,,, Industry: Dyes And Pigments,,,,43.59,,,,,,,,,,3.26,2.04,,,,,-0.58,Sector: Chemicals ,12.42,,,,
,,26.76,,,,Ocean Agro (India) Ltd,19.35,,,,0.00,,10.00,,, Industry: Packaging,,,,13.04,,,,,,,,,,3.25,-62.61,,,,,-2.17,Sector: Packaging ,,,,,
,,35.58,,,,Svaraj Trading & Agencies Ltd,113.25,,,,0.00,,10.00,,, Industry: Trading,,,,167.04,,,,,,,,,,3.23,2.39,,,,,-49.05,Sector: Trading ,127.51,,,,
,,27.12,,,,Dhampure Speciality Sugars Ltd,10.16,,,,0.00,,10.00,,, Industry: Sugar,,,,8.06,,,,,,,,,,3.23,1.62,,,,,-37.11,Sector: Sugar ,23.71,,,,
,,-3.06,,,,Consolidated Construction Consortium Ltd,1.25,,,,0.00,,2.00,,, Industry: Construction,,,,49.81,,,,,,,,,,3.21,-1548,,,,,-10.19,Sector: Construction ,,,,,
,,74.28,,,,Sintex Industries Ltd,3.10,,,,3.23,,1.00,,, Industry: Textiles - Spinning - Synthetic / Blended,,,,184.17,,,,,,,,,,3.21,3.35,,,,,-25.71,Sector: Textiles ,8.55,,,,
,,75.59,,,,Enkei Wheels India Ltd,381.25,,,,0.00,,5.00,,, Industry: Auto Ancillaries,,,,651.03,,,,,,,,,,3.20,2.18,,,,,7.17,Sector: Auto Ancillaries ,284.29,,,,
,,22.75,,,,VIP Clothing Ltd,16.10,,,,0.00,,2.00,,, Industry: Textiles - Products,,,,132.98,,,,,,,,,,3.20,-1.70,,,,,-5.22,Sector: Textiles ,,,,,
,,285.28,,,,Kakatiya Cement Sugar & Industries Ltd,185.75,,,,1.62,,10.00,,, Industry: Cement - South India,,,,144.33,,,,,,,,,,3.19,2.34,,,,,-19.29,Sector: Cement ,27.97,,,,
,,63.43,,,,Apoorva Leasing Finance & Investment Co Ltd,16.85,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,33.66,,,,,,,,,,3.19,2.31,,,,,198,Sector: Finance ,7.07,,,,
,,14.97,,,,Colinz Laboratories Ltd,8.36,,,,0.00,,10.00,,, Industry: Pharmaceuticals - Indian - Formulations,,,,3.82,,,,,,,,,,3.18,3.47,,,,,0.34,Sector: Pharmaceuticals ,31.83,,,,
,,13.66,,,,ARSS Infrastructure Projects Ltd,36.20,,,,0.00,,10.00,,, Industry: Construction,,,,82.31,,,,,,,,,,3.17,96.12,,,,,-2.92,Sector: Construction ,,,,,
,,18.32,,,,Tokyo Finance Ltd,9.47,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,6.60,,,,,,,,,,3.17,-0.09,,,,,-10.80,Sector: Finance ,5.74,,,,
,,18.91,,,,GSB Finance Ltd,10.24,,,,2.44,,10.00,,, Industry: Finance & Investments,,,,6.14,,,,,,,,,,3.16,1.76,,,,,-43.87,Sector: Finance ,,,,,
,,26.92,,,,K Z Leasing & Finance Ltd,8.95,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,2.72,,,,,,,,,,3.15,1.56,,,,,5.03,Sector: Finance ,45.33,,,,
,,1.91,,,,Think Ink Studio Ltd,2.63,,,,0.00,,1.00,,, Industry: Entertainment / Electronic Media Software,,,,38.96,,,,,,,,,,3.15,1.82,,,,,239,Sector: Entertainment ,76.39,,,,
,,1.22,,,,Lloyds Steels Industries Ltd,0.55,,,,0.00,,1.00,,, Industry: Steel - Medium / Small,,,,49.42,,,,,,,,,,3.14,1.99,,,,,-37.95,Sector: Steel ,17.22,,,,
,,3.23,,,,Gemstone Investments Ltd,0.76,,,,0.00,,1.00,,, Industry: Finance & Investments,,,,5.68,,,,,,,,,,3.13,2.16,,,,,-5.79,Sector: Finance ,7.01,,,,
,,10.11,,,,Nova Publications India Ltd,15.25,,,,0.00,,10.00,,, Industry: Printing & Stationery,,,,4.81,,,,,,,,,,3.12,1.25,,,,,43.64,Sector: Media - Print/Television/Radio ,,,,,
,,90.18,,,,Oswal Green Tech Ltd,12.85,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,330.00,,,,,,,,,,3.11,1.89,,,,,7.23,Sector: Finance ,6.86,,,,
,,64.43,,,,Shardul Securities Ltd,46.00,,,,1.30,,10.00,,, Industry: Finance & Investments,,,,80.50,,,,,,,,,,3.11,2.29,,,,,-19.56,Sector: Finance ,34.40,,,,
,,11.94,,,,Anjani Finance Ltd,1.39,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,1.41,,,,,,,,,,3.11,0.99,,,,,-8.12,Sector: Finance ,5.64,,,,
,,60.90,,,,Artefact Projects Ltd,30.65,,,,0.00,,10.00,,, Industry: Engineering - Turnkey Services,,,,16.95,,,,,,,,,,3.10,-9.14,,,,,2.76,Sector: Engineering ,12.75,,,,
,,11.70,,,,Mehai Technology Ltd,52.50,,,,0.05,,10.00,,, Industry: Electric Equipment,,,,56.23,,,,,,,,,,3.09,1.54,,,,,105,Sector: Capital Goods - Electrical Equipment ,562.30,,,,
,,14.26,,,,Ritesh International Ltd,4.90,,,,0.00,,10.00,,, Industry: Chemicals,,,,4.19,,,,,,,,,,3.08,0.83,,,,,6.84,Sector: Chemicals ,,,,,
,,28.58,,,,DCW Ltd,16.15,,,,0.00,,2.00,,, Industry: Petrochemicals,,,,356.89,,,,,,,,,,3.08,-3.11,,,,,-1.77,Sector: Petrochemicals ,,,,,
,,10.40,,,,Golden Capital Services Ltd,23.00,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,7.32,,,,,,,,,,3.08,2.45,,,,,71.00,Sector: Finance ,732.00,,,,
,,31.49,,,,Delta Magnets Ltd,42.05,,,,0.00,,10.00,,, Industry: Electronics - Components,,,,27.21,,,,,,,,,,3.07,-12.32,,,,,8.45,Sector: Consumer Durables ,,,,,
,,10.71,,,,Hiliks Technologies Ltd,16.05,,,,0.00,,10.00,,, Industry: Computers - Software - Medium / Small,,,,8.15,,,,,,,,,,3.07,2.30,,,,,%,Sector: IT - Software ,90.56,,,,
,,39.50,,,,Rodium Realty Ltd,116.10,,,,0.73,,10.00,,, Industry: Construction,,,,37.71,,,,,,,,,,3.06,3.02,,,,,11.76,Sector: Realty ,16.61,,,,
,,66.32,,,,Arrow Greentech Ltd,66.90,,,,2.99,,10.00,,, Industry: Plastics Products,,,,78.54,,,,,,,,,,3.06,0.28,,,,,-10.69,Sector: Plastic products ,,,,,
,,134.54,,,,Kanoria Chemicals & Industries Ltd,54.25,,,,2.76,,5.00,,, Industry: Chlor Alkali / Soda Ash,,,,237.07,,,,,,,,,,3.05,2.06,,,,,16.37,Sector: Chemicals ,19.69,,,,
,,31.47,,,,Upasana Finance Ltd,38.15,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,16.33,,,,,,,,,,3.02,2.17,,,,,-14.86,Sector: Finance ,37.98,,,,
,,70.22,,,,Sahyog Multibase Ltd,50.60,,,,0.20,,10.00,,, Industry: Trading,,,,40.36,,,,,,,,,,3.02,0.04,,,,,%,Sector: Trading ,2018,,,,
,,27.35,,,,Raj Television Network Ltd,38.75,,,,0.00,,5.00,,, Industry: Entertainment / Electronic Media Software,,,,201.17,,,,,,,,,,3.01,-0.04,,,,,-9.29,Sector: Entertainment ,37.25,,,,
,,69.37,,,,Samyak International Ltd,13.50,,,,0.00,,10.00,,, Industry: Trading,,,,8.44,,,,,,,,,,3.00,2.08,,,,,5.34,Sector: Trading ,32.46,,,,
,,19.39,,,,Auroma Coke Ltd,12.75,,,,0.00,,10.00,,, Industry: Mining / Minerals / Metals,,,,8.06,,,,,,,,,,3.00,-1.42,,,,,-1.32,Sector: Mining & Mineral products ,,,,,
,,-12.60,,,,Soma Textiles & Industries Ltd,2.90,,,,0.00,,10.00,,, Industry: Textiles - Composite,,,,9.58,,,,,,,,,,3.00,%,,,,,-28.55,Sector: Textiles ,,,,,
,,51.45,,,,Acme Resources Ltd,12.00,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,30.89,,,,,,,,,,3.00,-1.41,,,,,-9.02,Sector: Finance ,,,,,
,,10.36,,,,Anisha Impex Ltd,48.00,,,,0.00,,10.00,,, Industry: Trading,,,,78.87,,,,,,,,,,2.99,0.47,,,,,9.51,Sector: Trading ,985.88,,,,
,,68.32,,,,Panacea Biotec Ltd,150.15,,,,0.00,,1.00,,, Industry: Pharmaceuticals - Indian - Bulk Drugs & Formln,,,,919.68,,,,,,,,,,2.98,-17.43,,,,,-5.31,Sector: Pharmaceuticals ,,,,,
,,127.20,,,,Bank of India,87.05,,,,0.00,,10.00,,, Industry: Banks - Public Sector,,,,28526,,,,,,,,,,2.98,-15.48,,,,,-0.83,Sector: Banks ,,,,,
,,21.40,,,,SSPN Finance Ltd,42.00,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,7.95,,,,,,,,,,2.98,2.50,,,,,0.72,Sector: Finance ,79.48,,,,
,,37.50,,,,Vascon Engineers Ltd,14.05,,,,0.00,,10.00,,, Industry: Construction,,,,250.28,,,,,,,,,,2.98,0.40,,,,,-4.69,Sector: Construction ,95.16,,,,
,,17.75,,,,Richfield Financial Services Ltd,11.22,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,4.21,,,,,,,,,,2.97,2.97,,,,,-15.49,Sector: Finance ,8.25,,,,
,,15.12,,,,Shreeshay Engineers Ltd,16.80,,,,0.00,,10.00,,, Industry: Construction,,,,22.18,,,,,,,,,,2.97,1.50,,,,,%,Sector: Construction ,138.63,,,,
,,27.46,,,,Neil Industries Ltd,19.00,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,37.15,,,,,,,,,,2.96,2.16,,,,,41.27,Sector: Finance ,50.89,,,,
,,19.96,,,,Beekay Niryat Ltd,8.93,,,,0.00,,10.00,,, Industry: Trading,,,,6.86,,,,,,,,,,2.96,2.11,,,,,163,Sector: Trading ,45.73,,,,
,,14.59,,,,Gujarat Terce Laboratories Ltd,6.01,,,,0.00,,10.00,,, Industry: Pharmaceuticals - Indian - Formulations,,,,4.46,,,,,,,,,,2.95,1.76,,,,,3.09,Sector: Pharmaceuticals ,10.37,,,,
,,9.97,,,,Mid East Portfolio Management Ltd,6.70,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,2.01,,,,,,,,,,2.95,2.95,,,,,-13.15,Sector: Finance ,,,,,
,,6373,,,,Lakshmi Mills Company Ltd,2132,,,,0.42,,100.00,,, Industry: Textiles - Composite,,,,148.38,,,,,,,,,,2.95,0.54,,,,,2.26,Sector: Textiles ,,,,,
,,261.91,,,,Housing Development & Infrastructure Ltd,14.85,,,,0.00,,10.00,,, Industry: Construction,,,,674.20,,,,,,,,,,2.94,0.83,,,,,-27.62,Sector: Realty ,6.34,,,,
,,58.42,,,,Atlanta Ltd,10.10,,,,2.97,,2.00,,, Industry: Engineering - Turnkey Services,,,,82.32,,,,,,,,,,2.92,0.79,,,,,-37.01,Sector: Infrastructure Developers & Operators ,,,,,
,,5.16,,,,Future Consumer Ltd,39.40,,,,0.00,,6.00,,, Industry: Trading,,,,7568,,,,,,,,,,2.92,-0.63,,,,,31.62,Sector: Trading ,,,,,
,,23.29,,,,Mercantile Ventures Ltd,3.00,,,,0.00,,10.00,,, Industry: Construction,,,,33.58,,,,,,,,,,2.91,0.37,,,,,12.57,Sector: Realty ,11.87,,,,
,,7.57,,,,Redex Protech Ltd,8.70,,,,0.00,,10.00,,, Industry: Engineering,,,,5.85,,,,,,,,,,2.90,2.39,,,,,1.06,Sector: Capital Goods-Non Electrical Equipment ,585.00,,,,
,,111.81,,,,Lovable Lingerie Ltd,70.90,,,,0.00,,10.00,,, Industry: Textiles - Products,,,,104.93,,,,,,,,,,2.90,3.45,,,,,0.67,Sector: Textiles ,21.11,,,,
,,5.03,,,,Kanani Industries Ltd,4.00,,,,0.00,,1.00,,, Industry: Diamond Cutting / Jewellery,,,,39.56,,,,,,,,,,2.89,1.64,,,,,-4.60,"Sector: Diamond, Gems and Jewellery ",48.83,,,,
,,13.82,,,,Kemistar Corporation Ltd,36.10,,,,0.00,,10.00,,, Industry: Trading,,,,38.84,,,,,,,,,,2.85,1.71,,,,,43.05,Sector: Trading ,258.93,,,,
,,9.32,,,,Five X Tradecom Ltd,0.45,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,0.93,,,,,,,,,,2.85,0.67,,,,,-42.35,Sector: Finance ,,,,,
,,374.26,,,,Majestic Auto Ltd,141.40,,,,0.00,,10.00,,, Industry: Auto Ancillaries,,,,147.05,,,,,,,,,,2.85,-0.90,,,,,-21.21,Sector: Auto Ancillaries ,3.29,,,,
,,24.15,,,,Ratnabhumi Developers Ltd,80.00,,,,0.00,,10.00,,, Industry: Construction,,,,109.60,,,,,,,,,,2.85,0.93,,,,,%,Sector: Construction ,548.00,,,,
,,32.06,,,,KIOCL Ltd,120.10,,,,0.90,,10.00,,, Industry: Mining / Minerals / Metals,,,,7469,,,,,,,,,,2.84,2.91,,,,,43.26,Sector: Mining & Mineral products ,66.77,,,,
,,84.60,,,,Tinna Rubber & Infrastructure Ltd,22.75,,,,0.00,,10.00,,, Industry: Trading,,,,19.49,,,,,,,,,,2.82,-7.18,,,,,2.05,Sector: Trading ,,,,,
,,51.94,,,,Garnet Construction Ltd,8.13,,,,0.00,,10.00,,, Industry: Construction,,,,11.30,,,,,,,,,,2.81,1.71,,,,,-41.16,Sector: Realty ,13.61,,,,
,,37.46,,,,Westlife Development Ltd,316.85,,,,0.00,,2.00,,, Industry: Hotels,,,,4932,,,,,,,,,,2.80,0.97,,,,,14.08,Sector: Hotels & Restaurants ,122.41,,,,
,,14.26,,,,Fervent Synergies Ltd,24.20,,,,0.00,,10.00,,, Industry: Trading,,,,72.60,,,,,,,,,,2.79,2.01,,,,,16.22,Sector: Trading ,58.55,,,,
,,932.76,,,,GRP Ltd,960.00,,,,0.13,,10.00,,, Industry: Miscellaneous,,,,127.68,,,,,,,,,,2.78,-0.62,,,,,-4.06,Sector: Plantation & Plantation Products ,,,,,
,,129.88,,,,Phoenix International Ltd,15.00,,,,0.00,,10.00,,, Industry: Leather / Leather Products,,,,38.14,,,,,,,,,,2.77,0.58,,,,,0.08,Sector: Leather ,11.74,,,,
,,15.54,,,,Shree Digvijay Cement Co. Ltd,14.89,,,,0.00,,10.00,,, Industry: Cement - North India,,,,210.50,,,,,,,,,,2.76,0.87,,,,,-2.94,Sector: Cement ,110.21,,,,
,,78.89,,,,Softsol India Ltd,28.05,,,,0.00,,10.00,,, Industry: Computers - Software - Medium / Small,,,,47.18,,,,,,,,,,2.75,1.85,,,,,-5.82,Sector: IT - Software ,7.32,,,,
,,160.44,,,,Indiabulls Integrated Services Ltd,168.85,,,,0.36,,2.00,,, Industry: Trading,,,,1508,,,,,,,,,,2.75,-3.78,,,,,3.93,Sector: Trading ,19.53,,,,
,,9.19,,,,Minolta Finance Ltd,0.99,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,0.99,,,,,,,,,,2.74,2.30,,,,,23.96,Sector: Finance ,,,,,
,,2.09,,,,Next Mediaworks Ltd,13.60,,,,0.00,,10.00,,, Industry: Entertainment / Electronic Media Software,,,,90.98,,,,,,,,,,2.74,-10.57,,,,,5.45,Sector: Entertainment ,,,,,
,,4.64,,,,Bloom Dekor Ltd,10.83,,,,0.00,,10.00,,, Industry: Miscellaneous,,,,7.42,,,,,,,,,,2.73,-13.19,,,,,0.59,Sector: Miscellaneous ,,,,,
,,807.50,,,,Nalwa Sons Investments Ltd,996.70,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,512.31,,,,,,,,,,2.73,2.75,,,,,-1.87,Sector: Finance ,17.46,,,,
,,28.72,,,,Texmaco Infrastructure & Holdings Ltd,44.25,,,,0.45,,1.00,,, Industry: Construction,,,,563.86,,,,,,,,,,2.72,1.96,,,,,0.27,Sector: Realty ,80.78,,,,
,,96.65,,,,Sicagen India Ltd,28.65,,,,1.40,,10.00,,, Industry: Trading,,,,113.37,,,,,,,,,,2.72,0.01,,,,,10.95,Sector: Trading ,2267,,,,
,,1.51,,,,Eco Friendly Food Processing Park Ltd,11.05,,,,0.00,,1.00,,, Industry: Food - Processing - Indian,,,,273.65,,,,,,,,,,2.70,2.57,,,,,-9.08,Sector: FMCG ,288.05,,,,
,,1.11,,,,Abhinav Leasing & Finance Ltd,1.45,,,,0.00,,1.00,,, Industry: Finance & Investments,,,,7.25,,,,,,,,,,2.70,0.72,,,,,141,Sector: Finance ,,,,,
,,18.74,,,,UCO Bank,18.50,,,,0.00,,10.00,,, Industry: Banks - Public Sector,,,,13620,,,,,,,,,,2.69,-36.67,,,,,-8.26,Sector: Banks ,,,,,
,,39.25,,,,Photoquip India Ltd,17.30,,,,0.00,,10.00,,, Industry: Photographic And Allied Products,,,,8.30,,,,,,,,,,2.68,-2.73,,,,,-24.91,Sector: Miscellaneous ,,,,,
,,21.29,,,,Prism Medico & Pharmacy Ltd,31.00,,,,0.00,,10.00,,, Industry: Trading,,,,18.80,,,,,,,,,,2.67,-0.16,,,,,%,Sector: Trading ,375.93,,,,
,,92.36,,,,Steel Authority of India Ltd,47.20,,,,0.00,,10.00,,, Industry: Steel - Large,,,,19496,,,,,,,,,,2.66,-1.21,,,,,8.03,Sector: Steel ,8.01,,,,
,,56.65,,,,Pritish Nandy Communications Ltd,14.65,,,,0.00,,10.00,,, Industry: Entertainment / Electronic Media Software,,,,21.20,,,,,,,,,,2.66,2.66,,,,,259,Sector: Entertainment ,22.55,,,,
,,17.95,,,,Excel Realty N Infra Ltd,1.85,,,,0.00,,10.00,,, Industry: Computers - Software - Medium / Small,,,,17.40,,,,,,,,,,2.66,1.65,,,,,-3.82,Sector: IT - Software ,6.28,,,,
,,32.71,,,,Prozone Intu Properties Ltd,17.70,,,,0.00,,2.00,,, Industry: Construction,,,,270.10,,,,,,,,,,2.66,-0.80,,,,,18.52,Sector: Realty ,57.84,,,,
,,26.94,,,,S P Capital Financing Ltd,13.78,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,8.28,,,,,,,,,,2.65,1.95,,,,,-12.60,Sector: Finance ,55.20,,,,
,,11.42,,,,MRC Exim Ltd,2.02,,,,0.00,,10.00,,, Industry: Trading,,,,2.11,,,,,,,,,,2.65,0.52,,,,,%,Sector: Trading ,42.20,,,,
